start,stop,description,location,name_surname,activity,course_desc,location_id,prof_id,group_id,course_id,comment,URL
2024-12-06T17:00:00+00:00,2024-12-06T19:30:00+00:00,e-P-Teorije organizacije in managementa-UNI-Redni,E-učilnica,Polona Sprajc,e-P,Teorije organizacije in managementa,,,,,,
2024-12-05T08:00:00+00:00,2024-12-05T10:30:00+00:00,P-Teorije organizacije in managementa-UNI-Redni,301,Polona Sprajc,P,Teorije organizacije in managementa,,,,,,
2024-10-02T08:00:00+00:00,2024-10-02T12:05:00+00:00,P-Management v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Polona Sprajc,P,Management v zdr. in soc. organizacijah,,,,,,
2019-09-12T10:00:00+00:00,2019-09-12T10:30:00+00:00,"Zagovor diplome: Eržen Tjaša - - Mentor: Polona Šprajc/FOV, somentor: -UNI-Redni",707 Diplomska soba,Polona Sprajc,Zagovor,Zagovor,,,,,,
2024-12-04T11:00:00+00:00,2024-12-04T11:30:00+00:00,"Zagovor magisterija: đernjač Sonja - - Mentor: Polona Šprajc/FOV, somentor: -MAG-Redni",707 Diplomska soba,Polona Sprajc,Zagovor,Zagovor,,,,,,
2024-10-17T08:00:00+00:00,2024-10-17T12:05:00+00:00,P-Management v zdr. in soc. organizacijah-MAG-Redni,005,Polona Sprajc,P,Management v zdr. in soc. organizacijah,,,,,,
2025-01-17T10:45:00+00:00,2025-01-17T13:15:00+00:00,P-Organizacija in management-VS-Redni,111,Polona Sprajc,P,Organizacija in management,,,,,,
2024-01-29T09:00:00+00:00,2024-01-29T09:30:00+00:00,"Zagovor magisterija: Potočnik Barbara - - Mentor: Zvone Balantič/FOV, somentor: Marjan Kristanc-MAG-Izredni",707 Diplomska soba,Polona Sprajc,Zagovor,Zagovor,,,,,,
2025-04-04T16:00:00+00:00,2025-04-04T20:15:00+00:00,P-ORGANIZACIJA IN MANAGEMENT V DIGITALNI DOBI-DR-Izredni,MS Teams,Polona Sprajc,P,ORGANIZACIJA IN MANAGEMENT V DIGITALNI DOBI,,,,,,
2024-12-06T10:45:00+00:00,2024-12-06T13:15:00+00:00,e-P-Organizacija in management-VS-Redni,E-učilnica,Polona Sprajc,e-P,Organizacija in management,,,,,,
2019-09-12T10:00:00+00:00,2019-09-12T10:30:00+00:00,"Zagovor diplome: Sedlašek Nensi - - Mentor: Polona Šprajc/FOV, somentor: -UNI-Redni",707 Diplomska soba,Polona Sprajc,Zagovor,Zagovor,,,,,,
2024-11-04T14:15:00+00:00,2024-11-04T18:20:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-11-05T14:15:00+00:00,2024-11-05T18:25:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-11-07T17:00:00+00:00,2024-11-07T20:15:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Izredni,MS Teams,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2023-10-24T09:00:00+00:00,2023-10-24T09:30:00+00:00,"Zagovor magisterija: Gračner Verena - - Mentor: Sonja Šostar Turk, somentor: Urška Rozman-MAG-Redni",MS Teams,Sonja Sostar Turk,Zagovor,Zagovor,,,,,,
2024-10-12T08:00:00+00:00,2024-10-12T10:30:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Izredni,302,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-05T09:00:00+00:00,2024-10-05T11:30:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Izredni,MS Teams,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-11T14:15:00+00:00,2024-10-11T18:20:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,302,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-07T12:00:00+00:00,2024-10-07T14:30:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Sonja Sostar Turk,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-07T10:45:00+00:00,2024-10-07T13:15:00+00:00,V-Angleški poslovni jezik-1. skupina-UNI-Redni,307,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-29T10:45:00+00:00,2024-10-29T13:15:00+00:00,e-P-Angleški poslovni jezik-UNI-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-10-17T10:45:00+00:00,2024-10-17T13:15:00+00:00,e-P-Angleški poslovni jezik-UNI-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-12-12T08:00:00+00:00,2024-12-12T10:30:00+00:00,V-Angleški poslovni jezik-2. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-14T10:45:00+00:00,2024-10-14T13:15:00+00:00,e-V-Angleški poslovni jezik-1. skupina-UNI-Redni,E-učilnica,Alenka Tratnik,e-V,Angleški poslovni jezik,,,,,,
2024-11-13T16:00:00+00:00,2024-11-13T21:00:00+00:00,e-P-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-11-06T16:55:00+00:00,2024-11-06T21:00:00+00:00,e-V-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-V,Strokovna terminologija v angleškem jeziku,,,,,,
2025-01-08T08:00:00+00:00,2025-01-08T10:30:00+00:00,V-Angleški poslovni jezik-1. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-11-12T16:55:00+00:00,2024-11-12T21:00:00+00:00,e-V-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-V,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-29T17:00:00+00:00,2024-10-29T19:30:00+00:00,V-Strokovna terminologija v angleškem jeziku-VS-Izredni,MS Teams,Alenka Tratnik,V,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-22T16:00:00+00:00,2024-10-22T21:00:00+00:00,e-P-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-03T10:45:00+00:00,2024-10-03T13:15:00+00:00,e-P-Angleški poslovni jezik-UNI-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-10-08T10:45:00+00:00,2024-10-08T13:15:00+00:00,V-Angleški poslovni jezik-2. skupina-UNI-Redni,301,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2025-01-17T08:00:00+00:00,2025-01-17T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,111,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-10-23T10:45:00+00:00,2024-10-23T13:15:00+00:00,V-Angleški poslovni jezik-2. skupina-UNI-Redni,301,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2025-01-15T08:00:00+00:00,2025-01-15T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,111,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-10-18T16:55:00+00:00,2024-10-18T21:00:00+00:00,e-V-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-V,Strokovna terminologija v angleškem jeziku,,,,,,
2024-12-13T08:00:00+00:00,2024-12-13T10:30:00+00:00,V-Angleški poslovni jezik-3. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-17T16:00:00+00:00,2024-10-17T21:00:00+00:00,e-P-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-P,Strokovna terminologija v angleškem jeziku,,,,,,
2025-01-10T08:00:00+00:00,2025-01-10T10:30:00+00:00,V-Angleški poslovni jezik-3. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-15T10:45:00+00:00,2024-10-15T13:15:00+00:00,e-V-Angleški poslovni jezik-2. skupina-UNI-Redni,E-učilnica,Alenka Tratnik,e-V,Angleški poslovni jezik,,,,,,
2024-10-09T10:45:00+00:00,2024-10-09T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-11-18T17:00:00+00:00,2024-11-18T19:30:00+00:00,V-Strokovna terminologija v angleškem jeziku-VS-Izredni,MS Teams,Alenka Tratnik,V,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-10T17:00:00+00:00,2024-10-10T19:30:00+00:00,e-P-Angleški poslovni jezik-UNI-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-12-16T08:00:00+00:00,2024-12-16T10:30:00+00:00,e-V-Angleški poslovni jezik-1. skupina-VS-Redni,E-učilnica,Alenka Tratnik,e-V,Angleški poslovni jezik,,,,,,
2024-10-02T10:45:00+00:00,2024-10-02T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2025-01-07T08:00:00+00:00,2025-01-07T10:30:00+00:00,e-P-Angleški poslovni jezik-VS-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2025-01-09T08:00:00+00:00,2025-01-09T10:30:00+00:00,V-Angleški poslovni jezik-2. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2025-01-14T08:00:00+00:00,2025-01-14T10:30:00+00:00,e-P-Angleški poslovni jezik-VS-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-12-11T08:00:00+00:00,2024-12-11T10:30:00+00:00,V-Angleški poslovni jezik-1. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,e-V-Angleški poslovni jezik-3. skupina-VS-Redni,E-učilnica,Alenka Tratnik,e-V,Angleški poslovni jezik,,,,,,
2024-12-20T08:00:00+00:00,2024-12-20T10:30:00+00:00,e-P-Angleški poslovni jezik-VS-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2025-01-06T08:00:00+00:00,2025-01-06T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,111,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-12-05T08:00:00+00:00,2024-12-05T10:30:00+00:00,V-Angleški poslovni jezik-3. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-12-06T08:00:00+00:00,2024-12-06T10:30:00+00:00,e-P-Angleški poslovni jezik-VS-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-12-03T08:00:00+00:00,2024-12-03T10:30:00+00:00,V-Angleški poslovni jezik-1. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2023-03-01T12:00:00+00:00,2023-03-01T12:30:00+00:00,"Zagovor magisterija: Hudobivnik Jure - - Mentor: , somentor: -MAG-Redni",707 Diplomska soba,Alenka Tratnik,Zagovor,Zagovor,,,,,,
2024-12-17T08:00:00+00:00,2024-12-17T10:30:00+00:00,e-V-Angleški poslovni jezik-2. skupina-VS-Redni,E-učilnica,Alenka Tratnik,e-V,Angleški poslovni jezik,,,,,,
2024-12-09T08:00:00+00:00,2024-12-09T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,307,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-10-25T10:45:00+00:00,2024-10-25T13:15:00+00:00,e-P-Angleški poslovni jezik-UNI-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-10-24T10:45:00+00:00,2024-10-24T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2025-01-13T08:00:00+00:00,2025-01-13T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,111,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-12-02T08:00:00+00:00,2024-12-02T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,111,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-10-28T10:45:00+00:00,2024-10-28T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-12-10T14:15:00+00:00,2024-12-10T16:45:00+00:00,e-P-Angleški poslovni jezik-VS-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-10-11T10:45:00+00:00,2024-10-11T13:15:00+00:00,V-Angleški poslovni jezik-2. skupina-UNI-Redni,301,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-11-07T16:00:00+00:00,2024-11-07T21:00:00+00:00,e-P-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-16T10:45:00+00:00,2024-10-16T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-10-22T10:45:00+00:00,2024-10-22T13:15:00+00:00,V-Angleški poslovni jezik-1. skupina-UNI-Redni,301,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-30T10:45:00+00:00,2024-10-30T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2025-01-16T08:00:00+00:00,2025-01-16T10:30:00+00:00,e-P-Angleški poslovni jezik-VS-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-10-21T10:45:00+00:00,2024-10-21T13:15:00+00:00,e-P-Angleški poslovni jezik-UNI-Redni,E-učilnica,Alenka Tratnik,e-P,Angleški poslovni jezik,,,,,,
2024-10-18T10:45:00+00:00,2024-10-18T13:15:00+00:00,P-Angleški poslovni jezik-UNI-Redni,301,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-11-19T17:00:00+00:00,2024-11-19T19:30:00+00:00,P-Strokovna terminologija v angleškem jeziku-VS-Izredni,301,Alenka Tratnik,P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-12-04T08:00:00+00:00,2024-12-04T10:30:00+00:00,V-Angleški poslovni jezik-2. skupina-VS-Redni,306,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-15T16:00:00+00:00,2024-10-15T21:00:00+00:00,e-V-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-V,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-10T10:45:00+00:00,2024-10-10T13:15:00+00:00,V-Angleški poslovni jezik-1. skupina-UNI-Redni,301,Alenka Tratnik,V,Angleški poslovni jezik,,,,,,
2024-10-09T16:00:00+00:00,2024-10-09T21:00:00+00:00,e-P-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-11-05T16:00:00+00:00,2024-11-05T21:00:00+00:00,e-P-Strokovna terminologija v angleškem jeziku-VS-Izredni,E-učilnica,Alenka Tratnik,e-P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-10-08T17:00:00+00:00,2024-10-08T19:30:00+00:00,P-Strokovna terminologija v angleškem jeziku-VS-Izredni,306,Alenka Tratnik,P,Strokovna terminologija v angleškem jeziku,,,,,,
2024-12-19T08:00:00+00:00,2024-12-19T10:30:00+00:00,P-Angleški poslovni jezik-VS-Redni,111,Alenka Tratnik,P,Angleški poslovni jezik,,,,,,
2024-10-17T17:00:00+00:00,2024-10-17T21:05:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Izredni,MS Teams,Gregor Stiglic,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-18T17:00:00+00:00,2024-10-18T19:30:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Izredni,303,Gregor Stiglic,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-18T12:00:00+00:00,2024-10-18T15:15:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,303,Gregor Stiglic,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-16T14:15:00+00:00,2024-10-16T17:30:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Gregor Stiglic,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2024-10-29T09:00:00+00:00,2024-10-29T12:15:00+00:00,P-Metodologija raziskovalnega dela v zdr. in soc. organizacijah-MAG-Redni,MS Teams,Gregor Stiglic,P,Metodologija raziskovalnega dela v zdr. in soc. organizacijah,,,,,,
2023-02-20T10:00:00+00:00,2023-02-20T10:30:00+00:00,"Zagovor magisterija: Marjanović David - - Mentor: Jadranka Stričević, somentor: -MAG-Redni",707 Diplomska soba,Jadranka Stricevic,Zagovor,Zagovor,,,,,,
2023-09-21T09:00:00+00:00,2023-09-21T09:30:00+00:00,"Zagovor magisterija: Uršič Luka - - Mentor: Jadranka Stričević, somentor: Halžan David-MAG-Redni",707 Diplomska soba,Jadranka Stricevic,Zagovor,Zagovor,,,,,,
2023-05-04T10:00:00+00:00,2023-05-04T10:30:00+00:00,"Zagovor magisterija: Lunar Mateja - - Mentor: Jadranka Stričević, somentor: -MAG-Izredni",707 Diplomska soba,Jadranka Stricevic,Zagovor,Zagovor,,,,,,
2024-12-16T17:00:00+00:00,2024-12-16T19:30:00+00:00,V-Analitika v športu-VS-Izredni,302,Mihaela Stiglic,V,Analitika v športu,,,,,,
2024-12-09T17:00:00+00:00,2024-12-09T19:30:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-11-21T17:00:00+00:00,2024-11-21T21:05:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-11-25T17:00:00+00:00,2024-11-25T21:05:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-10-29T17:00:00+00:00,2024-10-29T21:05:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-10-18T17:00:00+00:00,2024-10-18T19:30:00+00:00,V-Analitika v športu-VS-Izredni,302,Mihaela Stiglic,V,Analitika v športu,,,,,,
2024-12-16T17:00:00+00:00,2024-12-16T19:30:00+00:00,V-Analitika v športu-VS-Izredni,302,Mihaela Stiglic,V,Analitika v športu,,,,,,
2024-12-09T17:00:00+00:00,2024-12-09T19:30:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-11-21T17:00:00+00:00,2024-11-21T21:05:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-11-25T17:00:00+00:00,2024-11-25T21:05:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-10-29T17:00:00+00:00,2024-10-29T21:05:00+00:00,e-V-Analitika v športu-VS-Izredni,E-učilnica,Mihaela Stiglic,e-V,Analitika v športu,,,,,,
2024-10-18T17:00:00+00:00,2024-10-18T19:30:00+00:00,V-Analitika v športu-VS-Izredni,302,Mihaela Stiglic,V,Analitika v športu,,,,,,
2024-03-13T13:30:00+00:00,2024-03-13T14:00:00+00:00,"Zagovor diplome: Debeljak Blaž - - Mentor: Tomaž Kern/FOV, somentor: -UNI-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-10-17T14:15:00+00:00,2024-10-17T16:45:00+00:00,V-Management projektov-1. skupina-UNI-Redni,401,Benjamin Urh,V,Management projektov,,,,,,
2024-11-19T14:15:00+00:00,2024-11-19T16:45:00+00:00,e-V-Management projektov-3. skupina-UNI-Redni,E-učilnica,Benjamin Urh,e-V,Management projektov,,,,,,
2024-11-11T10:45:00+00:00,2024-11-11T13:15:00+00:00,e-V-Metode in tehnike projektnega dela-VS-Redni,E-učilnica,Benjamin Urh,e-V,Metode in tehnike projektnega dela,,,,,,
2023-04-18T12:30:00+00:00,2023-04-18T13:00:00+00:00,"Zagovor diplome: Pajnik Sandra - - Mentor: Miha Marič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2022-10-21T11:00:00+00:00,2022-10-21T11:30:00+00:00,"Zagovor magisterija: Dolenc Špela - - Mentor: Janja Jerebic, somentor: Tomaž Kern/FOV-MAG-Redni",706 Sejna soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2019-09-09T09:00:00+00:00,2019-09-09T09:30:00+00:00,"Zagovor diplome: Rajkovič Marjan - - Mentor: Matjaž Maletič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2023-07-12T11:00:00+00:00,2023-07-12T11:30:00+00:00,"Zagovor magisterija: Kogovšek Medeja - - Mentor: Marjan Senegačnik/FOV, somentor: Benjamin Urh/FOV-MAG-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2022-10-20T13:30:00+00:00,2022-10-20T14:00:00+00:00,"Zagovor diplome: Petrej Vida - - Mentor: Miha Marič/FOV, somentor: Dušan Mežnar-UNI-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2019-10-15T11:00:00+00:00,2019-10-15T11:30:00+00:00,"Zagovor diplome: Močnik Jan Janko - - Mentor: Matjaž Maletič/FOV, somentor: -VS-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-12-09T08:00:00+00:00,2024-12-09T10:30:00+00:00,V-Razvoj proizvodov in proizvodnih procesov-UNI-Redni,413,Benjamin Urh,V,Razvoj proizvodov in proizvodnih procesov,,,,,,
2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,P-Razvoj proizvodov in proizvodnih procesov-UNI-Redni,411,Benjamin Urh,P,Razvoj proizvodov in proizvodnih procesov,,,,,,
2025-01-13T10:45:00+00:00,2025-01-13T13:15:00+00:00,e-V-Multiprojektni management-MAG-Redni,E-učilnica,Benjamin Urh,e-V,Multiprojektni management,,,,,,
2025-01-06T10:45:00+00:00,2025-01-06T13:15:00+00:00,V-Multiprojektni management-MAG-Redni,411,Benjamin Urh,V,Multiprojektni management,,,,,,
2024-12-05T08:00:00+00:00,2024-12-05T10:30:00+00:00,P-Razvoj proizvodov in proizvodnih procesov-UNI-Redni,412,Benjamin Urh,P,Razvoj proizvodov in proizvodnih procesov,,,,,,
2024-11-13T10:45:00+00:00,2024-11-13T13:15:00+00:00,e-V-Metode in tehnike projektnega dela-VS-Redni,E-učilnica,Benjamin Urh,e-V,Metode in tehnike projektnega dela,,,,,,
2024-12-10T08:00:00+00:00,2024-12-10T10:30:00+00:00,e-P-Razvoj proizvodov in proizvodnih procesov-UNI-Redni,E-učilnica,Benjamin Urh,e-P,Razvoj proizvodov in proizvodnih procesov,,,,,,
2025-01-14T08:00:00+00:00,2025-01-14T10:30:00+00:00,V-Razvoj proizvodov in proizvodnih procesov-UNI-Redni,413,Benjamin Urh,V,Razvoj proizvodov in proizvodnih procesov,,,,,,
2024-05-29T09:30:00+00:00,2024-05-29T10:00:00+00:00,"Zagovor diplome: Grahovac Nikolina - - Mentor: Benjamin Urh/FOV, somentor: Dušan Mežnar-UNI-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-11-15T14:15:00+00:00,2024-11-15T16:45:00+00:00,V-Management projektov-3. skupina-UNI-Redni,413,Benjamin Urh,V,Management projektov,,,,,,
2024-11-25T14:15:00+00:00,2024-11-25T16:45:00+00:00,V-Management projektov-3. skupina-UNI-Redni,413,Benjamin Urh,V,Management projektov,,,,,,
2025-01-09T10:45:00+00:00,2025-01-09T13:15:00+00:00,V-Multiprojektni management-MAG-Redni,411,Benjamin Urh,V,Multiprojektni management,,,,,,
2023-01-16T13:00:00+00:00,2023-01-16T13:30:00+00:00,"Zagovor diplome: Mlinar Erik - - Mentor: Marjan Senegačnik/FOV, somentor: Branka Jarc Kovačič-VS-Izredni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-11-14T10:45:00+00:00,2024-11-14T13:15:00+00:00,V-Metode in tehnike projektnega dela-VS-Redni,413,Benjamin Urh,V,Metode in tehnike projektnega dela,,,,,,
2024-11-08T14:15:00+00:00,2024-11-08T16:45:00+00:00,V-Management projektov-2. skupina-UNI-Redni,413,Benjamin Urh,V,Management projektov,,,,,,
2024-12-20T14:15:00+00:00,2024-12-20T16:45:00+00:00,P-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Benjamin Urh,P,Praktikum inženiringa poslovnih sistemov,,,,,,
2020-02-13T10:00:00+00:00,2020-02-13T10:30:00+00:00,"Zagovor diplome: Lužan Nika - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2023-09-21T09:00:00+00:00,2023-09-21T09:30:00+00:00,"Zagovor magisterija: Petrič Jure - - Mentor: Marjan Senegačnik/FOV, somentor: Benjamin Urh/FOV-MAG-Redni",706 Sejna soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-03-11T13:30:00+00:00,2024-03-11T14:00:00+00:00,"Zagovor diplome: Papler Andrej - - Mentor: Dušan Mežnar, somentor: -UNI-Redni",706 Sejna soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2023-05-05T09:00:00+00:00,2023-05-05T09:30:00+00:00,"Zagovor diplome: Kaurin Damjan - - Mentor: Damjan Maletič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-11-20T14:15:00+00:00,2024-11-20T16:45:00+00:00,V-Management projektov-3. skupina-UNI-Redni,413,Benjamin Urh,V,Management projektov,,,,,,
2023-10-02T10:30:00+00:00,2023-10-02T11:00:00+00:00,"Zagovor magisterija: đulk Filip - - Mentor: Dušan Mežnar, somentor: -MAG-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2023-05-15T14:00:00+00:00,2023-05-15T14:30:00+00:00,"Zagovor magisterija: đernjač Timotej - - Mentor: Tomaž Kern/FOV, somentor: -MAG-Redni",707 Diplomska soba,Benjamin Urh,Zagovor,Zagovor,,,,,,
2024-10-22T14:15:00+00:00,2024-10-22T16:45:00+00:00,V-Management projektov-1. skupina-UNI-Redni,401,Benjamin Urh,V,Management projektov,,,,,,
2025-01-09T08:00:00+00:00,2025-01-09T10:30:00+00:00,e-V-Razvoj proizvodov in proizvodnih procesov-Skupna(A--)-UNI-Redni,E-učilnica,Benjamin Urh,e-V,Razvoj proizvodov in proizvodnih procesov,,,,,,
